LA01,416039606029    ,416111906098    
LA02,416039606029    ,416111906098    
LA03,416039606029    ,416111906098    
LA04,416039606029    ,416111906098    
LA05,416040606722    ,416111906098    
LA06,416042483022    ,416111906098    
LA07,416042483022    ,416111906098    
LA08,416042483022    ,416111906098    
LB01,416041357242    ,416111906098    
LB02,416041357242    ,416111906098    
LB03,416050530261    ,416111906098    
LB04,416050530261    ,416111906098    
LB05,416050530261    ,416111906098    
LB06,416050530261    ,416111906098    
LB07,416050530261    ,416111906098    
LB08,416050530261    ,416111906098    
LC01,416054824902    ,416111947794    
LC02,416054824902    ,416111947794    
LC03,416054824902    ,416111947794    
LC04,416054824902    ,416111947794    
LC05,416054824902    ,416111947794    
LC06,416054824902    ,416111947794    
LC07,416054824902    ,416111947794    
LC08,416054824902    ,416111947794    
LD01,416055173893    ,416112564071    
LD02,416055173893    ,416112564071    
LD03,416062085973    ,416112564071    
LD04,416062085973    ,416112564071    
LD05,416062085973    ,416112564071    
LD06,416062085973    ,416112564071    
LD07,416062085973    ,416112564071    
LD08,416055176612    ,416112564071    
LE01,416067006865    ,416109309985    
LE02,416067006865    ,416109309985    
LE03,416068923655    ,416109309985    
LE04,416070974175    ,416109309985    
LE05,416068968232    ,416109309985    
LE06,416068968232    ,416112474918    
LE07,416068968232    ,416112474918    
LE08,416068968232    ,416112474918    
LF01,416068968232    ,416112474918    
LF02,416068968232    ,416112474918    
LF03,-,-
LF04,-,-
LF05,-,-
LF06,416070236865    ,416112474918    
LF07,416070236865    ,416112474918    
LF08,416067874309    ,416112474918    
LF09,416061807860    ,416111721694    
LF10,416061807860    ,416111721694    
LF11,416061807860    ,416111721694    
LF12,416061807860    ,416111721694    
LG01,-,-
LG02,-,-
LG03,-,-
LG04,416069864339    ,416111989153    
LG05,416069864339    ,416111989153    
LG06,416065362110    ,416113415602    
LG07,416065362110    ,416113415602    
LG08,416065362110    ,416113415602    
RA01,416061999643    ,416110674383    
RA02,416061999643    ,416110674383    
RA03,416054158430    ,416110674383    
RA04,416054158430    ,416110674383    
RA05,416060661552    ,416110674383    
RA06,416064568778    ,416110674383    
RA07,416064568778    ,416110674383    
RA08,416070616949    ,416110674383    
RB01,416053908623    ,416112431713    
RB02,416053908623    ,416112431713    
RB03,416054284764    ,416112431713    
RB04,416054284764    ,416112431713    
RB05,416054284764    ,416112431713    
RB06,416059423033    ,416112431713    
RB07,416052732578    ,416112431713    
RB08,416052732578    ,416112431713    
RC01,416054980571    ,416125170339    
RC02,416054980571    ,416125170339    
RC03,416054980571    ,416125170339    
RC04,416054980571    ,416125170339    
RC05,416055141142    ,416112271142    
RC06,416055141142    ,416112271142    
RC07,416055141142    ,416112271142    
RC08,416055141142    ,416112271142    
RE01,416064240161    ,416112357913    
RE02,416065738822    ,416112357913    
RE03,416065738822    ,416112357913    
RE04,416062369509    ,416112357913    
RE05,416068522052    ,416112357913    
RE06,416068522052    ,416112357913    
RE07,416068522052    ,416112357913    
RE08,416068522052    ,416112357913    
RF01,416067398055    ,416112411436    
RF02,416067398055    ,416112411436    
RF03,416067398055    ,416112411436    
RF04,416067398055    ,416112411436    
RF05,416067398055    ,416112411436    
RF06,416068629099    ,416112411436    
RF07,416068629099    ,416112411436    
RF08,416068629099    ,416112411436    
RF09,416068629099    ,416112411436    
RF10,416060148805    ,416112411436    
RF11,416060148805    ,416112411436    
RG01,416069536949    ,416112464960    
RG02,416069536949    ,416112464960    
RG03,416069536949    ,416112464960    
RG04,416069536949    ,416112464960    
RG05,416069536949    ,416112464960    
RG06,416069536949    ,416112464960    
RG07,416069536949    ,416112464960    
RG08,416069536949    ,416112464960    
